User ID,First Name,Last Name,Country,Phone,Email,SIN,Password
6267,Nessi,Khomishin,Norway,444-3661,nkhomishin@juno.com,339393191,4{_MBo
7047,Joell,Khomishin,Sao Tome and Principe,444-9205,jkhomishin@gmx.de,607800196,CEbJ6Z&mgYjV5
7301,Web,Khomishin,Turkey,398-5750,wkhomishin@aim.com,535043088,dFcfDO5g
7627,Brady,Khomishin,Ireland,429-5897,bkhomishin@windstream.net,286041760,VKE?aIO}\DmpQ0&>
8344,Lusa,Khomishin,Zimbabwe,398-4819,lkhomishin@frontiernet.net,208110566,;meR8W9J?]
8628,Dirk,Khomishin,Belarus,429-9605,dkhomishin@blueyonder.co.uk,354125060,3|81}=6F8
8912,Mora,Khomishin,Bahamas,908-8073,mkhomishin@sky.com,847927750,;aRCdJq7
369,Sigmund,Kiehnlt,Malta,908-8022,skiehnlt@home.nl,400064611,00%K}(be%r
2465,Kristyn,Kiehnlt,Solomon Islands,908-5769,kkiehnlt@ymail.com,755193922,PqM]rd@
8149,Tildy,Kiehnlt,Mexico,908-1233,tkiehnlt@aim.com,634336988,31Ci8vVn
8669,Xever,Kiehnlt,Guinea-Bissau,867-9560,xkiehnlt@home.nl,117342200,[H{@ne2gq
543,Drucill,Kiledal,Maldives,398-2691,dkiledal@ntlworld.com,378194334,[iVCfMZk
614,Melessa,Kiledal,Malaysia,444-7316,mkiledal@hetnet.nl,105908960,[eVQb;m_CS
4075,Kerby,Kiledal,Gabon,209-1907,kkiledal@live.it,775286974,P!CHbTHRBT
5151,Mervin,Kiledal,Equatorial Guinea,429-6350,mkiledal@yahoo.co.uk,508379260,aFU.f&L
6963,Granger,Kiledal,Azerbaijan,444-8748,gkiledal@skynet.be,337797373,BY$3YPL_
8906,Daryl,Kiledal,Argentina,429-7401,dkiledal@club-internet.fr,400914410,B}vTFCxLSg
9283,Isadora,Kiledal,Belarus,209-2598,ikiledal@orange.fr,354456334,Rc4T1C<i7HWDyTO
294,Benyamin,Kirtley,Slovenia,908-7266,bkirtley@tiscali.co.uk,484751912,"^B"R^m!)&
450,Sibilla,Kirtley,Canada,925-3174,skirtley@bigpond.net.au,637711489,?(y1hr<}Yip/hq{
6277,Myrah,Kirtley,Mozambique,398-4728,mkirtley@charter.net,418744565,+%a'XQ*0h
6453,Franny,Kirtley,Cabo Verde,219-3425,fkirtley@skynet.be,138454570,3"bCcT5:
6530,Gavin,Kirtley,Romania,867-3773,gkirtley@me.com,342015575,U=@?047BH\
6765,Lennard,Kirtley,Dominican Republic,398-4406,lkirtley@yahoo.com.br,786935821,s1LOY+%a2V`)x6
7020,Hill,Kirtley,Djibouti,908-8688,hkirtley@blueyonder.co.uk,729509616,o]-Y]^FN{6h\L'Y
7270,Carlin,Kirtley,Grenada,209-4742,ckirtley@zonnet.nl,252309469,CH.*HN_N.QcLUw>n
8911,Curt,Kirtley,Japan,398-1395,ckirtley@arcor.de,488357356,|9ri:.:dh<y&[@
345,Lin,Kitchenman,Honduras,429-2103,lkitchenman@club-internet.fr,419799144,sHww'Xp=B~CL
628,Katalin,Kitchenman,Brazil,209-8005,kkitchenman@hotmail.fr,442390618,_.Zg}J
1436,Dalli,Kitchenman,Antigua and Barbuda,997-2933,dkitchenman@att.net,551099543,*TuLiu
1593,Auria,Kitchenman,Syria,209-2429,akitchenman@yahoo.co.in,474195996,e\i)eG\~K
3021,Ella,Kitchenman,Sudan,398-2383,ekitchenman@sky.com,155226525,;&awE:m>1@-`I}}
3203,Savina,Kitchenman,Norway,270-4941,skitchenman@freenet.de,302049049,<}T6w}'G
3274,Cassandre,Kitchenman,Russia,429-5682,ckitchenman@yahoo.com.sg,220327210,m.uep3$k%r(
3635,Emiline,Kitchenman,Liechtenstein,219-9862,ekitchenman@live.com.au,362552674,k2G5XW~
4824,Vincenty,Kitchenman,Poland,209-3364,vkitchenman@orange.fr,787146217,]hdtN1#H7
4942,Bastien,Kitchenman,North Korea,997-7584,bkitchenman@ymail.com,231827591,l$?u.w1'>ea$Ip
4944,Demetra,Kitchenman,Chile,219-5104,dkitchenman@yahoo.de,542435624,\oRnxzcUTwd
7519,Karney,Kitchenman,Bahrain,219-7514,kkitchenman@hetnet.nl,954074760,b6p6amD`
8068,Elia,Kitchenman,Trinidad and Tobago,925-1065,ekitchenman@mail.com,524282047,lmA9txI{L
8177,Lynnette,Kitchenman,Trinidad and Tobago,209-9608,lkitchenman@optusnet.com.au,354835982,;'*'#?/E-ayD
8815,Laurice,Kitchenman,Iceland,997-6853,lkitchenman@tin.it,136543083,-ptp~c
9333,Ardisj,Kitchenman,Oman,908-4285,akitchenman@live.it,731159352,rg&r9{E9pj!3TNW#
9438,Daryle,Kitchenman,Guinea,398-7929,dkitchenman@hotmail.it,191671284,O'cqc+1n&1j?B
1054,Helyn,Klas,Malawi,867-9758,hklas@live.fr,930708448,4ic:)=%'JTmi}
1918,Sapphire,Klas,Palestine State,908-8628,sklas@virgilio.it,811677330,FDc)#K.G
2391,Demetra,Klas,Kenya,444-6150,dklas@hotmail.co.uk,405267020,?S@Pgo
2728,Roberta,Klas,Fiji,997-6406,rklas@tiscali.it,529226576,4rW2u)#u^{5)%V
3780,Lavinia,Klas,China,925-9088,lklas@charter.net,644859422,K4O@ko
3868,Fanchette,Klas,Malaysia,429-2986,fklas@virgilio.it,556681739,2C*Yhy:0k1%s=t
4493,Linea,Klas,North Korea,908-5944,lklas@aim.com,660529682,$`|`&c/qc
4705,Claudius,Klas,Switzerland,429-8787,cklas@bellsouth.net,703801438,5dKIY+'+4
6483,Cary,Klas,Uruguay,997-6161,cklas@zonnet.nl,989981253,re#&#wO
8785,Hamel,Klas,Lesotho,908-3088,hklas@alice.it,249714132,TE>fB?
8842,Daryle,Klas,Barbados,925-8152,dklas@sympatico.ca,412670536,HRG~]Zr_aYK6
9188,Daren,Klas,Albania,209-7344,dklas@yahoo.co.jp,668213610,5+^pFF|YKMj`2
9194,Lillian,Klas,Philippines,398-2387,lklas@frontiernet.net,577430160,hG6oEjk^QbyE.Hf
9782,Jonis,Klas,Chile,997-5567,jklas@bol.com.br,287381515,h?U&QkVctoQM-q*#
632,Dante,Klosges,Latvia,398-8248,dklosges@earthlink.net,336920511,X.]+-F){d1jmZ
1621,Mora,Klosges,Mexico,925-7080,mklosges@uol.com.br,531340401,BB}\*p%{3?
3382,Rodrigo,Klosges,Bosnia and Herzegovina,997-5255,rklosges@yahoo.de,354354110,*6G|K(1[Fx^PZ
3411,Laural,Klosges,Lesotho,997-9526,lklosges@facebook.com,146636769,YTro[Ku
4627,Barnard,Klosges,Kyrgyzstan,209-7482,bklosges@t-online.de,743117334,J\?&^$ea>+3e
6312,Kory,Klosges,Namibia,398-9220,kklosges@bol.com.br,390405966,.CYN$3
6675,Rozanna,Klosges,Sudan,908-2997,rklosges@rediffmail.com,275108658,|]KD"::ECFjf_&4
7015,Rance,Klosges,Slovakia,219-4755,rklosges@arcor.de,775237650,T5iVzj
7244,Bennett,Klosges,Lebanon,908-9990,bklosges@web.de,548957241,G[:X7qV=j_V
8328,Hendrik,Klosges,Holy See,908-2324,hklosges@planet.nl,586280781,jI#*L0k2
9737,Ethelyn,Klosges,Suriname,398-7924,eklosges@mac.com,354377015,!G+s><e^z`9y>!s_
904,Libby,Knowlden,Bahrain,925-2498,lknowlden@facebook.com,121987485,UO\W\2AjF^.
1305,Maurita,Knowlden,Gambia,997-8102,mknowlden@aliceadsl.fr,472605754,0:&(8gK4nJI
1518,Worth,Knowlden,Zimbabwe,908-5638,wknowlden@live.co.uk,199343295,}1h)[wUII&
1826,Northrup,Knowlden,Jamaica,219-1646,nknowlden@sky.com,810224191,W&{Fv.g0i<7u/Dv$
1840,Mora,Knowlden,Algeria,398-7062,mknowlden@hotmail.es,391741847,HnT%I+cF7W
2855,Laura,Knowlden,Iran,398-8695,lknowlden@att.net,954277822,~Vp~0D@\K"~N21}
3129,Alissa,Knowlden,China,997-8621,aknowlden@club-internet.fr,283555950,GP$7NF
3262,Lynna,Knowlden,India,219-8753,lknowlden@yahoo.co.id,393423309,o%l\go
3471,Christina,Knowlden,Liberia,270-4154,cknowlden@live.nl,620807869,?Gzp[xa"NG;}3
4138,Malinde,Knowlden,Slovakia,209-7007,mknowlden@hotmail.fr,373880766,c.u^&kI?"[w"<-
4400,Andros,Knowlden,Romania,997-2374,aknowlden@centurytel.net,231545507,|ZM?oqa8
4583,Henrietta,Knowlden,United Arab Emirates,444-5530,hknowlden@planet.nl,618505923,guE9mN\!nN%sE9Y2
7227,Halsy,Knowlden,Eswatini (fmr. "Swaziland"),219-3792,hknowlden@telenet.be,663179182,;m1q(y
7547,Teodor,Knowlden,Jamaica,908-4094,tknowlden@neuf.fr,242896829,/Hm`zu7N?ScXH~
8078,Lavinia,Knowlden,Sao Tome and Principe,867-5044,lknowlden@yahoo.co.id,364101235,V.TV5k"q!|Y
8175,Murielle,Knowlden,Micronesia,908-8317,mknowlden@yahoo.com.mx,498062683,||R&d{vQ2tk+"k
9242,Gannie,Knowlden,Niger,429-5342,gknowlden@gmx.de,288060460,tpbG'J@zq
9580,Mariellen,Knowlden,Venezuela,444-8725,mknowlden@wanadoo.fr,889375009,x(D'"g
9843,Tiebold,Knowlden,Senegal,219-3910,tknowlden@bluewin.ch,693456190,ZX#%q+YkJH
299,Bertina,Kobel,Armenia,997-9783,bkobel@yahoo.co.uk,479625918,$ADI?vGDkYQh{Pp
396,Helene,Kobel,Paraguay,925-4927,hkobel@chello.nl,147524139,6^s{e2CNc5
2071,Deeyn,Kobel,Kiribati,908-3995,dkobel@arcor.de,425919300,z{Xz<-RN:"
2427,Sonja,Kobel,Ireland,209-9976,skobel@chello.nl,653789977,M]EezEPF/]Ao
2562,Fifine,Kobel,El Salvador,219-4767,fkobel@yahoo.it,820525030,?Up`y4Q=J{l{e'nm
3512,Ferdie,Kobel,Eritrea,867-5964,fkobel@hotmail.es,325485958,Ve@S[y]f~z39@^yK
3819,Laurice,Kobel,Hungary,270-4919,lkobel@frontiernet.net,422643264,=v`\Hrd9@O|;%
4567,Demott,Kobel,Dominican Republic,925-8444,dkobel@facebook.com,119988715,06XR(pL<
4962,Shanie,Kobel,Holy See,398-8645,skobel@telenet.be,292540323,v\>J_`%4+I<KIc
5934,Karilynn,Kobel,Brazil,219-3432,kkobel@gmail.com,740628159,I9d'z'.0v|hK2xmc
5947,Oliviero,Kobel,Niger,908-4638,okobel@chello.nl,306245173,F;VNnsg
6202,Urson,Kobel,Marshall Islands,219-5050,ukobel@sympatico.ca,616743911,Rqb:vy7<J2
6317,Mavra,Kobel,Jordan,867-5359,mkobel@zonnet.nl,955554381,kT4*znf38
6426,Ann-marie,Kobel,Ethiopia,444-8105,akobel@earthlink.net,479575490,5E-;@26C
6494,Luigi,Kobel,Lesotho,925-9230,lkobel@aim.com,325903982,b4$EDr6x
7217,Reider,Kobel,Latvia,429-1859,rkobel@live.it,761307413,//.+=.i]
7499,Kissiah,Kobel,Ukraine,867-3887,kkobel@alice.it,433407203,4FC_~ru
8957,Casper,Kobel,Luxembourg,867-9659,ckobel@me.com,199971841,L(m.a40li$PQCG<{
727,Elyn,Koenraad,Ireland,444-2075,ekoenraad@yandex.ru,674847756,_Q-$mY?mz
2903,Normand,Koenraad,Ethiopia,209-9245,nkoenraad@yahoo.it,721905738,>S5&#[#*F
3956,Daniella,Koenraad,Romania,209-7642,dkoenraad@blueyonder.co.uk,663301094,F98E@WNpJSf:%
5143,Ann-marie,Koenraad,Lithuania,219-8920,akoenraad@tin.it,122345331,5jmc2K^T
5255,Hubey,Koenraad,Sierra Leone,429-8476,hkoenraad@gmx.de,352881057,3z4l_:SNvCxUB
7215,Giuditta,Koenraad,Kenya,429-1177,gkoenraad@voila.fr,403152562,L.2as!D@
7307,Adrea,Koenraad,Hungary,398-5500,akoenraad@cox.net,496653924,Hm614/
7971,Pris,Koenraad,Angola,209-1603,pkoenraad@ymail.com,282852878,$![vSRQl
9250,Elisabet,Koenraad,Uganda,398-7185,ekoenraad@yahoo.it,301751010,$d2aD6+*K]]8+`;c
9939,Nadya,Koenraad,Guyana,398-4284,nkoenraad@cox.net,646753298,f@yad"
1382,Larina,Korneichuk,Bosnia and Herzegovina,398-6391,lkorneichuk@yahoo.ca,471992377,f+Gucml2dE]>v'yv
1754,Bevvy,Korneichuk,Jamaica,444-4034,bkorneichuk@chello.nl,150587738,UrXPkW4Ba:%|B;j<
2002,Leonie,Korneichuk,Moldova,270-2565,lkorneichuk@aim.com,247770763,V8?%&n
2693,Clo,Korneichuk,Jordan,209-2691,ckorneichuk@aol.com,364535373,?4FHdmrjT
5197,Kirk,Korneichuk,Grenada,444-2083,kkorneichuk@home.nl,956486099,8=XWH]uU@n]K5<.d
8437,Lamont,Korneichuk,Lebanon,398-2497,lkorneichuk@live.co.uk,145506640,^O28gN
69,Veronique,Korous,Eritrea,429-2912,vkorous@mail.ru,501172370,NVd[UDKJ8T)C
934,Adina,Korous,Jordan,444-8865,akorous@hotmail.fr,292757329,N8oEUX3?
2824,Graehme,Korous,Botswana,219-8378,gkorous@wanadoo.fr,759974134,7Vt;eQ<
3889,Honoria,Korous,Cameroon,209-7674,hkorous@freenet.de,424495366,&LN^XL_+'fc#'
4115,Arch,Korous,Cambodia,925-3679,akorous@tiscali.co.uk,376702499,zx<c]Q$[g
6880,Savina,Korous,Portugal,398-4893,skorous@web.de,671304624,j~byJfjb
8658,Adriano,Korous,Iran,908-5813,akorous@yahoo.com.mx,617764204,1\5a|T
285,Trix,Krier,Congo (Congo-Brazzaville),219-9930,tkrier@live.ca,969682699,G&X"|t?K&C6B@
593,Boigie,Krier,Sweden,444-3674,bkrier@yahoo.de,256071390,URJD~7zB>b4
659,Gnni,Krier,Ethiopia,398-4449,gkrier@mail.ru,637525281,v#b'k#W6j]hMtAs
1067,Emmalynn,Krier,Zambia,867-8678,ekrier@bol.com.br,575120958,xOGARw'A|
1088,Frederigo,Krier,Paraguay,219-1538,fkrier@club-internet.fr,470233949,IWNE53b
3251,Hadlee,Krier,Saint Lucia,908-8474,hkrier@live.it,224979799,4R`S1}a
3886,Gannie,Krier,Armenia,997-6938,gkrier@yahoo.com,162559725,|"rGC&kA
4517,Chuck,Krier,Syria,429-4183,ckrier@tiscali.co.uk,685936155,?Z|kV[FdtAn7N(Q
4601,Vin,Krier,Georgia,398-5359,vkrier@optusnet.com.au,159751833,.S6B[X015[iL3
5213,Moira,Krier,Haiti,219-8348,mkrier@terra.com.br,684850082,~@*^0p.b\a{g&$D1
5813,Petronia,Krier,Barbados,925-2799,pkrier@neuf.fr,868277619,"vc.Cvu|0R
6360,Scotti,Krier,Armenia,429-6870,skrier@yahoo.com.au,411159763,98I[2=
6596,Maryjo,Krier,Zimbabwe,209-9393,mkrier@hotmail.es,609621332,WOyJ7f3+o2[K7;jG
7863,Jacky,Krier,Denmark,444-5762,jkrier@alice.it,266606453,u<X)w'%oC1\'
8739,Winne,Krier,Luxembourg,209-2241,wkrier@voila.fr,781155265,?#!ngXwcjivxhJV~
9072,Ulrika,Krier,Cambodia,925-2825,ukrier@neuf.fr,100401541,XFb|$et
2768,Kirk,Kruschov,Czechia (Czech Republic),908-1673,kkruschov@ntlworld.com,618913039,)Zqq/Ch
3583,Bryant,Kruschov,Brunei,925-1745,bkruschov@aol.com,420792395,*jG2Zb"
6594,Martin,Kruschov,Libya,429-2081,mkruschov@alice.it,116669725,=fHA#U<UyyxeTr13
9771,Shanan,Kruschov,Tunisia,270-1561,skruschov@live.it,246441353,{-$eDQRp-*pi&tDk
302,Chelsey,Kuhnt,Yemen,429-9562,ckuhnt@mail.com,494265213,XCZ9H+
1003,Bernette,Kuhnt,Uzbekistan,429-2315,bkuhnt@libero.it,103398464,$W)]IY~[
1115,Batholomew,Kuhnt,Kuwait,219-5883,bkuhnt@optonline.net,158294786,N}to[-`
1428,Barbey,Kuhnt,Iran,867-1948,bkuhnt@mail.com,316887981,1^^DO!/J|Q97&
1852,Pris,Kuhnt,Lithuania,219-7482,pkuhnt@tiscali.it,183385151,W:%w:+[k~
1940,Adamo,Kuhnt,Costa Rica,867-3412,akuhnt@rocketmail.com,230666399,U&yF!3N7.aO|{5X[
3484,Dasi,Kuhnt,Croatia,209-9222,dkuhnt@verizon.net,522147310,M_@FDK:\?rMw
4505,Basia,Kuhnt,Belize,270-3996,bkuhnt@yahoo.com.au,981671637,X}pvIp7m0Oc
4514,Vinny,Kuhnt,South Africa,219-3649,vkuhnt@t-online.de,159341874,qL''amM.wj<@|Iw8
6344,Lavinia,Kuhnt,Tanzania,398-9221,lkuhnt@charter.net,875780681,;o%^FEWSDA
6812,Annabela,Kuhnt,Portugal,219-5263,akuhnt@juno.com,438158074,W}l<b&@
7561,Katharyn,Kuhnt,Belgium,997-7649,kkuhnt@yahoo.com.au,844160218,@H71bn*UGYy_I
7773,Cobbie,Kuhnt,North Macedonia,867-6676,ckuhnt@skynet.be,426706860,ET?fj*aU7m
8493,Finlay,Kuhnt,Bangladesh,867-9760,fkuhnt@aim.com,325824872,t]6=pMZhCbC-d+
8678,Filberte,Kuhnt,Hungary,209-6484,fkuhnt@yahoo.com.br,413035724,FyG({y4
9291,Arnie,Kuhnt,Ukraine,429-8287,akuhnt@optusnet.com.au,372319950,6C{SYC14_c/ln
9475,Lauryn,Kuhnt,Ukraine,867-5182,lkuhnt@yahoo.co.id,261527004,T6^tMW(
1310,Bennett,Kulas,Portugal,398-8558,bkulas@libero.it,312266173,<NRlz=^E0
1448,Jobina,Kulas,South Korea,219-9710,jkulas@yahoo.fr,361400328,&_f7:[CW)d%1X
1780,Melessa,Kulas,Democratic Republic of the Congo,398-6348,mkulas@aliceadsl.fr,438299804,P4u@wSya
2187,Sheffield,Kulas,Solomon Islands,398-9485,skulas@live.com,578322609,{]j7[Y~YvXaZ|P
3013,Cari,Kulas,Rwanda,219-1155,ckulas@wanadoo.fr,296696252,>R`3LfJJh}
3310,Zuzana,Kulas,Mauritius,398-2590,zkulas@yahoo.com.mx,528417523,n/A?}{L4a'xQ
5528,Bree,Kulas,Ecuador,925-3540,bkulas@chello.nl,655164358,uff5D]o/
5838,Annabelle,Kulas,Kuwait,444-1342,akulas@live.ca,555823379,}b8^!>+(^5
6326,Arnuad,Kulas,Timor-Leste,209-5676,akulas@live.co.uk,805339393,T<u;kK^g<}s}EW
7112,Darb,Kulas,Guinea,908-1352,dkulas@aliceadsl.fr,163422805,V!@yZ<
8994,Robbie,Kulas,Germany,270-8822,rkulas@blueyonder.co.uk,807907267,<PF?7}}nm:
377,Rinaldo,Kunkler,Cyprus,867-5314,rkunkler@club-internet.fr,797693511,[*EIL{
1212,Red,Kunkler,Israel,270-5742,rkunkler@wanadoo.fr,498035711,$pGj0N1<
1286,Ardyth,Kunkler,Finland,270-8851,akunkler@yahoo.co.id,917733101,RTDKj~{<
2145,Merrielle,Kunkler,Belarus,209-8723,mkunkler@tin.it,884108581,L+98AiO!"
4346,William,Kunkler,Angola,398-6398,wkunkler@live.fr,107317598,4_brBE#x
4661,Murielle,Kunkler,Thailand,209-6434,mkunkler@yahoo.com.mx,172516870,hEYM7(&`UbCp
5082,Sonja,Kunkler,Yemen,209-7490,skunkler@windstream.net,566032590,Bqb*xqy~n
5611,Jaimie,Kunkler,Honduras,209-8166,jkunkler@outlook.com,808190439,_1Ar?n"mgw8{)
6111,Shaw,Kunkler,United States of America,444-9542,skunkler@aol.com,328402002,ib$phWS
260,Amy,Kyle,India,429-3575,akyle@cox.net,920115256,?=;(Jz;$-bpw<&0N
1385,Verene,Kyle,Honduras,209-3927,vkyle@hetnet.nl,829646963,>\.L"<7?5H(
2250,Rica,Kyle,Philippines,398-1691,rkyle@bellsouth.net,420907348,4qVF;d9FAUPZ
2536,Candida,Kyle,Latvia,867-2055,ckyle@voila.fr,208628977,F%v]!hyfx
3885,Malvina,Kyle,Tuvalu,270-3857,mkyle@cox.net,272118872,\T{g3rd
5340,Pete,Kyle,Djibouti,908-2214,pkyle@uol.com.br,697417159,e:>D;t)V4d]q@K7q
5662,Lilas,Kyle,Vietnam,997-5720,lkyle@yahoo.com.ar,860382552,@1Wfr/-!
5860,Ainsley,Kyle,Slovakia,398-6443,akyle@gmx.net,262783132,3<XkM!RZ8KC$
6649,Philippine,Kyle,Slovenia,997-3062,pkyle@bluewin.ch,494187393,y.Vy?nE20Bt_H`X(
9499,Don,Kyle,Gabon,997-4127,dkyle@frontiernet.net,151155826,qwJPiIrwxrOvF
9538,Titus,Kyle,Qatar,925-1623,tkyle@yahoo.it,306473478,T1&m1ijX
226,Ginger,Labitt,Argentina,867-5685,glabitt@live.com.au,123397254,{V[]H)B
1869,Corinne,Labitt,Switzerland,429-5141,clabitt@rambler.ru,326513511,[M3kYG
5959,Anitra,Labitt,Jamaica,270-8410,alabitt@yahoo.co.in,170499079,W{NphChYK
6175,Eulalie,Labitt,Liberia,925-3521,elabitt@ntlworld.com,225828040,e-2ikj@<(o
6541,Kellia,Labitt,Algeria,925-3102,klabitt@frontiernet.net,442115264,{[O^uSr01>3@'PC+
849,Jonis,Lacasa,North Korea,429-5005,jlacasa@hotmail.com,127593476,xM)odL-e(`(?
3644,Clement,Lacasa,Cyprus,444-3530,clacasa@att.net,743142070,HrB=)n;=X
6211,Gelya,Lacasa,Somalia,270-1832,glacasa@yahoo.it,586125547,o^Tt:dt&wD@7@O
6835,Xever,Lacasa,Kuwait,209-4168,xlacasa@yahoo.com.ar,967639231,`mo1&)
7130,Libby,Lacasa,Papua New Guinea,997-4191,llacasa@rambler.ru,112534909,ni26}@'r
7845,Barb,Lacasa,Palestine State,219-8551,blacasa@yahoo.co.in,270816211,/GCrGEd`-wL;Xk
7975,Barb,Lacasa,Poland,429-9890,blacasa@uol.com.br,796868857,g[!c59F
8917,Marijn,Lacasa,Nauru,398-3069,mlacasa@yahoo.ca,980891267,-n\l>+d=
9064,Hali,Lacasa,Morocco,270-6628,hlacasa@laposte.net,544970478,9KI$->m'J^cH
9135,Erminie,Lacasa,Uganda,270-4871,elacasa@comcast.net,401503335,e(>Vm]!4.xa
9583,Celestyna,Lacasa,Singapore,429-1393,clacasa@comcast.net,585243435,|{1_!^;
9772,Marilyn,Lacasa,Burundi,398-6674,mlacasa@facebook.com,663283123,bJ\TY{0pDMpg
1314,Merry,Lackie,Eritrea,209-2376,mlackie@live.co.uk,438655277,<W|o'#A%mW
1527,Marita,Lackie,Syria,219-5172,mlackie@yahoo.co.jp,525524663,$h+*A`[k7Kk
2396,Elvin,Lackie,Suriname,219-5714,elackie@hetnet.nl,887368080,Te.5OV(?oa~^`~W
2438,Dasi,Lackie,Zimbabwe,209-5314,dlackie@yahoo.in,479939511,DuaC%Jf9^}K(
4690,Gibb,Lackie,Congo (Congo-Brazzaville),219-5756,glackie@rambler.ru,625578334,v{$&Kf
5426,Jesselyn,Lackie,Russia,219-7060,jlackie@verizon.net,171246929,/L65]XV&fQQjd
5566,Kalindi,Lackie,Luxembourg,429-2875,klackie@sbcglobal.net,915719521,v&Z>*PHByQC}i
5599,Dru,Lackie,Nigeria,908-3674,dlackie@voila.fr,356418722,&0oWG{d4:HiX.lc8
5782,Tris,Lackie,Senegal,429-2090,tlackie@rambler.ru,763802499,|u;]xA|Nlukt
6114,Andros,Lackie,Ecuador,925-6143,alackie@live.it,533198435,*V)iOkt22$~@
6469,Sunny,Lackie,Kuwait,209-5845,slackie@telenet.be,415141367,R<3o"(eh.^3^4ZB
6501,Lorne,Lackie,Tunisia,270-9948,llackie@rocketmail.com,316544986,R\fM(}z]r+t
6646,Delila,Lackie,Afghanistan,270-1099,dlackie@frontiernet.net,272446453,v0m9t)m
6696,Marlowe,Lackie,India,398-4789,mlackie@bellsouth.net,595341803,wU&\+F
7382,Vincenty,Lackie,Kuwait,925-1363,vlackie@ymail.com,276307095,fqh'e%)
7707,Valma,Lackie,Fiji,270-9613,vlackie@hotmail.es,950771300,Yul9@'
9822,Arte,Lackie,Switzerland,444-6125,alackie@yahoo.in,322366669,PY!wt`iT2{e'F;
474,Levin,Ladlow,Portugal,398-3407,lladlow@live.ca,230077662,'rGk>Rh&PjZ
1134,Elke,Ladlow,Armenia,444-1474,eladlow@aim.com,152923204,:Xv;QCR&{
1755,Witty,Ladlow,Sudan,429-1129,wladlow@planet.nl,587222151,y3BEqHeHU>
2797,Arte,Ladlow,Syria,997-1932,aladlow@neuf.fr,992818983,&z]3>|%}R)6kGj~
3075,Etta,Ladlow,France,219-8220,eladlow@alice.it,164971725,e|DW5;"BY&3o
3574,Olivette,Ladlow,Côte d'Ivoire,867-3603,oladlow@free.fr,513691217,Q\=x!P
5279,Gerladina,Ladlow,Spain,867-3294,gladlow@yahoo.com.br,472016591,gnK{Mok(;8V{):
5931,Frederigo,Ladlow,Mongolia,925-5915,fladlow@laposte.net,238326873,R5g_H+"
6490,Northrop,Ladlow,Iran,925-8030,nladlow@hotmail.fr,136519319,.#iM{=emy\
7594,Saxon,Ladlow,Andorra,444-7371,sladlow@comcast.net,133871226,|rYYva)hkv
8188,Malinde,Ladlow,Latvia,867-4502,mladlow@aol.com,586905108,"%xIBX%%h+i0$v3f
9884,Idalia,Ladlow,Russia,997-2445,iladlow@facebook.com,367140740,A#XHc}Ow)C
189,Oliviero,Lambkin,Saint Vincent and the Grenadines,270-2203,olambkin@mail.ru,828429571,M'.)O0}4i{9nu6
780,Cathleen,Lambkin,Uzbekistan,867-3606,clambkin@yahoo.com.br,153579728,#5W@;\JXk
1199,Errick,Lambkin,Belarus,925-4672,elambkin@live.co.uk,545353303,7Q=p*:o)M-X
3171,Glyn,Lambkin,Azerbaijan,997-5071,glambkin@yandex.ru,766149696,^E+U07&gb
4636,Robbie,Lambkin,Slovakia,270-1088,rlambkin@centurytel.net,474146717,Qa*-[6ZA64[
4924,Roxy,Lambkin,Canada,925-5926,rlambkin@bigpond.com,725547929,Z?W"3d|u3)[?8}
6179,Albertine,Lambkin,North Korea,219-6843,alambkin@skynet.be,562894937,Zm]TkTY
6186,Marcille,Lambkin,North Korea,867-7352,mlambkin@earthlink.net,800740662,+fLW^~ze-
6851,Karen,Lambkin,Lithuania,908-4205,klambkin@sfr.fr,418656010,\\z)&{ABW7^e
7582,Fanni,Lambkin,Bolivia,209-6687,flambkin@rocketmail.com,859158509,4w3F2|k%&h!
8218,Kahaleel,Lambkin,France,867-2599,klambkin@laposte.net,241735049,E!kN<zdc9/
8373,Rodrigo,Lambkin,Venezuela,867-6768,rlambkin@neuf.fr,236504732,(2m|qE"
8886,Bernette,Lambkin,Laos,209-1580,blambkin@earthlink.net,231540880,@Qi)Uy?
9572,Burtie,Lambkin,Lithuania,270-9772,blambkin@web.de,765529834,P:87ay*A905)
9630,Carlen,Lambkin,Syria,429-6216,clambkin@live.nl,114982456,#-zi7P
713,Phillie,Lammin,Seychelles,908-8740,plammin@tiscali.it,455534008,ZdeeXgQ
1786,Levon,Lammin,Qatar,398-6563,llammin@yahoo.co.uk,299077011,iY}a+{
1967,Bertina,Lammin,India,444-9785,blammin@hotmail.es,728028975,<94thLA
3592,Aggie,Lammin,Ecuador,867-7793,alammin@yahoo.it,647602461,]02:^>C-
4124,Bendix,Lammin,Nicaragua,444-6375,blammin@live.it,938176683,Z<L]]E
5237,Natala,Lammin,Jordan,270-8067,nlammin@yahoo.in,497569921,(u1TFTJ
7467,Ermengarde,Lammin,Serbia,997-8465,elammin@terra.com.br,446721547,h{?FLv0"3AB;?fB!
8062,Henrietta,Lammin,Belize,444-1936,hlammin@bol.com.br,662718965,chyDS.
9483,Brook,Lammin,Barbados,429-6978,blammin@t-online.de,625547919,}mF@)aNF^<hF
1637,Louisa,Lamperti,Guinea-Bissau,398-5498,llamperti@yahoo.in,892714248,T*4YM"r^7Yv\
